venta_id,fecha,vendedor_id,cliente,producto,categoria,cantidad,precio_unitario,total_venta,zona,canal
2377,2023-11-19,16,Cliente_0138,Teclado Mecánico,Tecnología,9,188.38,1695.42,Lima Sur,Distribuidor
2378,2023-11-21,48,Cliente_0085,Pizarra Acrílica,Oficina,2,100.69,201.38,Provincias,E-commerce
2379,2023-11-06,3,Cliente_0038,Proyector Benq,Tecnología,3,2120.59,6361.77,Lima Este,Distribuidor
2380,2023-11-01,12,Cliente_0182,Proyector Benq,Tecnología,6,2008.41,12050.46,Provincias,Teléfono
2381,2023-11-24,15,Cliente_0165,Silla Ergonómica,Muebles,3,924.33,2772.99,Lima Centro,Teléfono
2382,2023-11-12,48,Cliente_0078,"Monitor LG 24""",Tecnología,10,747.32,7473.2,Provincias,E-commerce
2383,2023-11-22,36,Cliente_0101,Silla Ergonómica,Muebles,8,961.15,7689.2,Lima Este,E-commerce
2384,2023-11-05,34,Cliente_0109,Disco Externo 1TB,Tecnología,14,306.6,4292.4,Provincias,Distribuidor
2385,2023-11-12,1,Cliente_0086,Teléfono IP,Tecnología,14,324.63,4544.82,Lima Centro,E-commerce
2386,2023-11-03,16,Cliente_0053,Teclado Mecánico,Tecnología,7,172.55,1207.85,Lima Sur,Distribuidor
2387,2023-11-01,50,Cliente_0012,Proyector Benq,Tecnología,15,1871.57,28073.55,Lima Sur,Distribuidor
2388,2023-11-18,19,Cliente_0040,"Monitor LG 24""",Tecnología,3,592.38,1777.14,Lima Sur,Directo
2389,2023-11-02,10,Cliente_0050,Pizarra Acrílica,Oficina,10,93.16,931.6,Lima Centro,Distribuidor
2390,2023-11-06,38,Cliente_0183,UPS 1000VA,Tecnología,12,452.86,5434.32,Callao,Teléfono
2391,2023-11-28,7,Cliente_0149,Silla Ergonómica,Muebles,5,1056.72,5283.6,Lima Sur,Directo
2392,2023-11-21,11,Cliente_0055,Proyector Benq,Tecnología,4,1910.25,7641.0,Lima Sur,Distribuidor
2393,2023-11-04,26,Cliente_0144,Papel A4 x500,Oficina,5,22.24,111.2,Lima Centro,E-commerce
2394,2023-11-14,43,Cliente_0149,Webcam Logitech,Tecnología,13,196.06,2548.78,Callao,Teléfono
2395,2023-11-21,38,Cliente_0053,Archivador Metálico,Muebles,13,435.33,5659.29,Callao,Teléfono
2396,2023-11-01,6,Cliente_0105,Headset Logitech,Tecnología,1,198.99,198.99,Lima Centro,Teléfono
2397,2023-11-24,31,Cliente_0053,"Laptop HP 15""",Tecnología,13,3148.92,40935.96,Lima Sur,Distribuidor
2398,2023-11-13,39,Cliente_0069,Pizarra Acrílica,Oficina,10,98.71,987.1,Lima Sur,Directo
2399,2023-11-28,44,Cliente_0161,Pizarra Acrílica,Oficina,15,95.78,1436.7,Lima Sur,Directo
2400,2023-11-24,36,Cliente_0142,Impresora Epson,Oficina,3,482.31,1446.93,Lima Este,E-commerce
2401,2023-11-06,8,Cliente_0021,Headset Logitech,Tecnología,9,217.57,1958.13,Lima Centro,E-commerce
2402,2023-11-07,9,Cliente_0102,Proyector Benq,Tecnología,2,1681.65,3363.3,Lima Norte,Distribuidor
2403,2023-11-05,13,Cliente_0196,Mouse Inalámbrico,Tecnología,7,96.06,672.42,Callao,Teléfono
2404,2023-11-27,27,Cliente_0193,Webcam Logitech,Tecnología,10,218.22,2182.2,Lima Centro,Teléfono
2405,2023-11-13,47,Cliente_0189,"Laptop HP 15""",Tecnología,6,3123.65,18741.9,Lima Este,Teléfono
2406,2023-11-11,36,Cliente_0182,"Monitor LG 24""",Tecnología,12,622.39,7468.68,Lima Este,E-commerce
2407,2023-11-05,42,Cliente_0145,Tablet Samsung,Tecnología,15,856.64,12849.6,Lima Centro,Teléfono
2408,2023-11-07,38,Cliente_0162,Webcam Logitech,Tecnología,9,194.08,1746.72,Callao,Teléfono
2409,2023-11-12,16,Cliente_0153,Disco Externo 1TB,Tecnología,3,255.04,765.12,Lima Sur,Distribuidor
2410,2023-11-16,43,Cliente_0013,Archivador Metálico,Muebles,9,352.81,3175.29,Callao,Teléfono
2411,2023-11-26,49,Cliente_0003,UPS 1000VA,Tecnología,2,456.28,912.56,Callao,E-commerce
2412,2023-11-01,7,Cliente_0085,Disco Externo 1TB,Tecnología,14,264.87,3708.18,Lima Sur,Directo
2413,2023-11-25,44,Cliente_0066,Teclado Mecánico,Tecnología,13,189.8,2467.4,Lima Sur,Directo
2414,2023-11-25,38,Cliente_0154,Cartucho Tinta Negro,Oficina,15,48.0,720.0,Callao,Teléfono
2415,2023-11-15,23,Cliente_0139,Papel A4 x500,Oficina,10,23.34,233.4,Callao,Teléfono
2416,2023-11-02,1,Cliente_0150,Router WiFi 6,Tecnología,12,366.21,4394.52,Lima Centro,E-commerce
2417,2023-11-13,36,Cliente_0086,Impresora Epson,Oficina,9,480.88,4327.92,Lima Este,E-commerce
2418,2023-11-19,40,Cliente_0066,Silla Ergonómica,Muebles,3,1049.08,3147.24,Lima Norte,Distribuidor
2419,2023-11-20,27,Cliente_0027,Archivador Metálico,Muebles,4,356.36,1425.44,Lima Centro,Teléfono
2420,2023-11-16,38,Cliente_0049,Escritorio Standing,Muebles,13,1186.82,15428.66,Callao,Teléfono
2421,2023-11-21,8,Cliente_0025,"Laptop HP 15""",Tecnología,6,2929.01,17574.06,Lima Centro,E-commerce
2422,2023-11-04,19,Cliente_0113,"Monitor LG 24""",Tecnología,13,660.74,8589.62,Lima Sur,Directo
2423,2023-11-28,44,Cliente_0155,Disco Externo 1TB,Tecnología,8,275.1,2200.8,Lima Sur,Directo
2424,2023-11-26,35,Cliente_0156,Disco Externo 1TB,Tecnología,13,302.48,3932.24,Provincias,Teléfono
2425,2023-11-25,10,Cliente_0033,Proyector Benq,Tecnología,1,2032.88,2032.88,Lima Centro,Distribuidor
2426,2023-11-03,5,Cliente_0067,Proyector Benq,Tecnología,8,2077.69,16621.52,Provincias,Distribuidor
2427,2023-11-15,11,Cliente_0070,Escritorio Standing,Muebles,10,1242.28,12422.8,Lima Sur,Distribuidor
2428,2023-11-10,23,Cliente_0191,"Laptop HP 15""",Tecnología,14,3198.28,44775.92,Callao,Teléfono
2429,2023-11-10,25,Cliente_0049,Impresora Epson,Oficina,3,439.76,1319.28,Callao,E-commerce
2430,2023-11-17,40,Cliente_0159,Tablet Samsung,Tecnología,13,848.57,11031.41,Lima Norte,Distribuidor
2431,2023-11-02,41,Cliente_0185,Teclado Mecánico,Tecnología,4,190.26,761.04,Lima Sur,Distribuidor
2432,2023-11-18,32,Cliente_0043,"Monitor LG 24""",Tecnología,8,639.98,5119.84,Provincias,Directo
2433,2023-11-21,37,Cliente_0174,Silla Ergonómica,Muebles,9,899.63,8096.67,Lima Norte,E-commerce
2434,2023-11-11,43,Cliente_0040,Router WiFi 6,Tecnología,6,347.84,2087.04,Callao,Teléfono
2435,2023-11-10,28,Cliente_0040,Teclado Mecánico,Tecnología,6,187.63,1125.78,Lima Este,E-commerce
2436,2023-11-12,22,Cliente_0074,Teclado Mecánico,Tecnología,12,199.96,2399.52,Lima Centro,E-commerce
2437,2023-11-14,30,Cliente_0015,Impresora Epson,Oficina,7,448.0,3136.0,Lima Norte,E-commerce
2438,2023-11-05,19,Cliente_0036,"Laptop HP 15""",Tecnología,15,2653.71,39805.65,Lima Sur,Directo
2439,2023-11-01,37,Cliente_0164,Mouse Inalámbrico,Tecnología,13,89.14,1158.82,Lima Norte,E-commerce
2440,2023-11-01,6,Cliente_0159,Teléfono IP,Tecnología,13,396.72,5157.36,Lima Centro,Teléfono
2441,2023-11-17,27,Cliente_0051,Cartucho Tinta Negro,Oficina,15,43.75,656.25,Lima Centro,Teléfono
2442,2023-11-15,36,Cliente_0015,Archivador Metálico,Muebles,13,384.36,4996.68,Lima Este,E-commerce
2443,2023-11-22,28,Cliente_0024,Router WiFi 6,Tecnología,10,317.44,3174.4,Lima Este,E-commerce
2444,2023-11-01,43,Cliente_0126,Headset Logitech,Tecnología,13,228.87,2975.31,Callao,Teléfono
2445,2023-11-09,16,Cliente_0181,Router WiFi 6,Tecnología,12,348.81,4185.72,Lima Sur,Distribuidor
2446,2023-11-22,17,Cliente_0035,Teléfono IP,Tecnología,1,380.12,380.12,Lima Sur,E-commerce
2447,2023-11-17,34,Cliente_0134,Webcam Logitech,Tecnología,1,173.48,173.48,Provincias,Distribuidor
2448,2023-11-25,15,Cliente_0179,UPS 1000VA,Tecnología,9,464.14,4177.26,Lima Centro,Teléfono
2449,2023-11-10,9,Cliente_0077,Headset Logitech,Tecnología,15,205.8,3087.0,Lima Norte,Distribuidor
2450,2023-11-14,11,Cliente_0079,Papel A4 x500,Oficina,5,20.6,103.0,Lima Sur,Distribuidor
2451,2023-11-04,38,Cliente_0019,Disco Externo 1TB,Tecnología,14,301.92,4226.88,Callao,Teléfono
2452,2023-11-12,3,Cliente_0163,Router WiFi 6,Tecnología,13,344.33,4476.29,Lima Este,Distribuidor
2453,2023-11-14,11,Cliente_0084,Pizarra Acrílica,Oficina,11,101.99,1121.89,Lima Sur,Distribuidor
2454,2023-11-27,36,Cliente_0037,Router WiFi 6,Tecnología,5,363.3,1816.5,Lima Este,E-commerce
2455,2023-11-22,24,Cliente_0200,Folder Manila x50,Oficina,7,19.51,136.57,Lima Sur,Teléfono
2456,2023-11-02,19,Cliente_0047,Cartucho Tinta Negro,Oficina,11,44.14,485.54,Lima Sur,Directo
2457,2023-11-18,21,Cliente_0194,Pizarra Acrílica,Oficina,6,94.87,569.22,Lima Centro,Directo
2458,2023-11-22,44,Cliente_0023,Pizarra Acrílica,Oficina,11,101.46,1116.06,Lima Sur,Directo
2459,2023-11-11,11,Cliente_0037,Mouse Inalámbrico,Tecnología,9,76.86,691.74,Lima Sur,Distribuidor
2460,2023-11-03,10,Cliente_0062,Router WiFi 6,Tecnología,14,316.27,4427.78,Lima Centro,Distribuidor
2461,2023-11-16,4,Cliente_0162,Folder Manila x50,Oficina,10,19.73,197.3,Lima Sur,Directo
2462,2023-11-20,35,Cliente_0180,Pizarra Acrílica,Oficina,15,96.7,1450.5,Provincias,Teléfono
2463,2023-11-23,10,Cliente_0128,Folder Manila x50,Oficina,14,18.34,256.76,Lima Centro,Distribuidor
2464,2023-11-01,36,Cliente_0171,Teclado Mecánico,Tecnología,15,179.94,2699.1,Lima Este,E-commerce
2465,2023-11-26,32,Cliente_0200,UPS 1000VA,Tecnología,12,420.82,5049.84,Provincias,Directo
2466,2023-11-04,49,Cliente_0064,Archivador Metálico,Muebles,6,393.92,2363.52,Callao,E-commerce
2467,2023-11-19,34,Cliente_0161,Impresora Epson,Oficina,5,475.51,2377.55,Provincias,Distribuidor
2468,2023-11-18,22,Cliente_0198,Folder Manila x50,Oficina,5,20.04,100.2,Lima Centro,E-commerce
2469,2023-11-16,18,Cliente_0176,Pizarra Acrílica,Oficina,14,87.39,1223.46,Provincias,Directo
2470,2023-11-04,17,Cliente_0183,Pizarra Acrílica,Oficina,5,104.25,521.25,Lima Sur,E-commerce
2471,2023-11-07,39,Cliente_0003,Folder Manila x50,Oficina,4,17.37,69.48,Lima Sur,Directo
2472,2023-11-06,5,Cliente_0041,Impresora Epson,Oficina,1,501.36,501.36,Provincias,Distribuidor
2473,2023-11-13,11,Cliente_0168,Mouse Inalámbrico,Tecnología,14,90.48,1266.72,Lima Sur,Distribuidor
2474,2023-11-06,44,Cliente_0160,Webcam Logitech,Tecnología,4,200.44,801.76,Lima Sur,Directo
2475,2023-11-10,41,Cliente_0066,Silla Ergonómica,Muebles,14,1017.82,14249.48,Lima Sur,Distribuidor
2476,2023-11-06,33,Cliente_0178,"Laptop HP 15""",Tecnología,15,2912.09,43681.35,Lima Centro,Distribuidor
2477,2023-11-26,30,Cliente_0012,Disco Externo 1TB,Tecnología,5,276.08,1380.4,Lima Norte,E-commerce
2478,2023-11-01,42,Cliente_0020,Webcam Logitech,Tecnología,11,206.05,2266.55,Lima Centro,Teléfono
2479,2023-11-25,46,Cliente_0076,Mouse Inalámbrico,Tecnología,11,86.9,955.9,Lima Este,Teléfono
2480,2023-11-08,47,Cliente_0025,Router WiFi 6,Tecnología,3,326.01,978.03,Lima Este,Teléfono
2481,2023-11-18,29,Cliente_0063,Papel A4 x500,Oficina,12,22.09,265.08,Lima Sur,E-commerce
2482,2023-11-28,38,Cliente_0042,"Monitor LG 24""",Tecnología,4,607.57,2430.28,Callao,Teléfono
2483,2023-11-07,23,Cliente_0156,UPS 1000VA,Tecnología,11,404.87,4453.57,Callao,Teléfono
2484,2023-11-10,42,Cliente_0031,Teclado Mecánico,Tecnología,15,189.92,2848.8,Lima Centro,Teléfono
2485,2023-11-25,44,Cliente_0187,Cartucho Tinta Negro,Oficina,3,46.05,138.15,Lima Sur,Directo
2486,2023-11-06,17,Cliente_0156,Webcam Logitech,Tecnología,14,175.41,2455.74,Lima Sur,E-commerce
2487,2023-11-21,11,Cliente_0074,Router WiFi 6,Tecnología,3,335.33,1005.99,Lima Sur,Distribuidor
2488,2023-11-25,39,Cliente_0133,Teléfono IP,Tecnología,8,360.32,2882.56,Lima Sur,Directo
2489,2023-11-06,11,Cliente_0138,Escritorio Standing,Muebles,12,1097.06,13164.72,Lima Sur,Distribuidor
2490,2023-11-18,28,Cliente_0022,Webcam Logitech,Tecnología,10,198.74,1987.4,Lima Este,E-commerce
2491,2023-11-10,21,Cliente_0088,Escritorio Standing,Muebles,4,1194.2,4776.8,Lima Centro,Directo
2492,2023-11-28,39,Cliente_0106,UPS 1000VA,Tecnología,4,384.31,1537.24,Lima Sur,Directo
2493,2023-11-14,11,Cliente_0107,Folder Manila x50,Oficina,14,20.3,284.2,Lima Sur,Distribuidor
2494,2023-11-17,30,Cliente_0005,Impresora Epson,Oficina,6,439.62,2637.72,Lima Norte,E-commerce
2495,2023-11-14,14,Cliente_0110,Folder Manila x50,Oficina,13,18.24,237.12,Provincias,Teléfono
2496,2023-11-15,8,Cliente_0022,Silla Ergonómica,Muebles,14,955.92,13382.88,Lima Centro,E-commerce
2497,2023-11-05,22,Cliente_0099,Proyector Benq,Tecnología,1,1722.48,1722.48,Lima Centro,E-commerce
2498,2023-11-20,24,Cliente_0144,Teléfono IP,Tecnología,1,374.66,374.66,Lima Sur,Teléfono
2499,2023-11-26,9,Cliente_0028,Folder Manila x50,Oficina,15,20.01,300.15,Lima Norte,Distribuidor
2500,2023-11-03,20,Cliente_0097,Impresora Epson,Oficina,6,459.78,2758.68,Lima Centro,Distribuidor
2501,2023-11-20,17,Cliente_0160,Webcam Logitech,Tecnología,2,203.65,407.3,Lima Sur,E-commerce
2502,2023-11-08,19,Cliente_0119,Mouse Inalámbrico,Tecnología,1,84.89,84.89,Lima Sur,Directo
2503,2023-11-20,32,Cliente_0153,Webcam Logitech,Tecnología,10,214.89,2148.9,Provincias,Directo
2504,2023-11-09,11,Cliente_0180,Proyector Benq,Tecnología,12,2045.05,24540.6,Lima Sur,Distribuidor
2505,2023-11-14,7,Cliente_0122,Proyector Benq,Tecnología,11,2113.75,23251.25,Lima Sur,Directo
2506,2023-11-11,4,Cliente_0140,Webcam Logitech,Tecnología,9,211.41,1902.69,Lima Sur,Directo
2507,2023-11-13,37,Cliente_0036,UPS 1000VA,Tecnología,9,425.71,3831.39,Lima Norte,E-commerce
2508,2023-11-16,28,Cliente_0174,Router WiFi 6,Tecnología,10,365.31,3653.1,Lima Este,E-commerce
2509,2023-11-19,49,Cliente_0040,UPS 1000VA,Tecnología,13,444.44,5777.72,Callao,E-commerce
2510,2023-11-08,15,Cliente_0031,Escritorio Standing,Muebles,12,1212.6,14551.2,Lima Centro,Teléfono
2511,2023-11-22,31,Cliente_0173,UPS 1000VA,Tecnología,1,390.43,390.43,Lima Sur,Distribuidor
2512,2023-11-21,39,Cliente_0185,Teléfono IP,Tecnología,6,386.28,2317.68,Lima Sur,Directo
2513,2023-11-20,48,Cliente_0071,Escritorio Standing,Muebles,3,1122.29,3366.87,Provincias,E-commerce
2514,2023-11-23,25,Cliente_0028,Impresora Epson,Oficina,7,535.91,3751.37,Callao,E-commerce
2515,2023-11-07,27,Cliente_0068,Pizarra Acrílica,Oficina,5,104.76,523.8,Lima Centro,Teléfono
2516,2023-11-08,44,Cliente_0174,Teléfono IP,Tecnología,6,388.08,2328.48,Lima Sur,Directo
2517,2023-11-07,11,Cliente_0071,Disco Externo 1TB,Tecnología,10,253.7,2537.0,Lima Sur,Distribuidor
2518,2023-11-22,24,Cliente_0021,Impresora Epson,Oficina,8,460.61,3684.88,Lima Sur,Teléfono
2519,2023-11-10,42,Cliente_0096,Tablet Samsung,Tecnología,11,735.77,8093.47,Lima Centro,Teléfono
2520,2023-11-25,46,Cliente_0117,Archivador Metálico,Muebles,3,358.76,1076.28,Lima Este,Teléfono
2521,2023-11-13,45,Cliente_0170,Archivador Metálico,Muebles,6,410.77,2464.62,Lima Este,E-commerce
2522,2023-11-06,3,Cliente_0104,Headset Logitech,Tecnología,14,250.86,3512.04,Lima Este,Distribuidor
2523,2023-11-08,30,Cliente_0187,Mouse Inalámbrico,Tecnología,1,94.18,94.18,Lima Norte,E-commerce
2524,2023-11-21,3,Cliente_0184,Cartucho Tinta Negro,Oficina,15,43.17,647.55,Lima Este,Distribuidor
2525,2023-11-25,24,Cliente_0194,Webcam Logitech,Tecnología,2,205.34,410.68,Lima Sur,Teléfono
2526,2023-11-14,43,Cliente_0195,"Laptop HP 15""",Tecnología,12,3055.77,36669.24,Callao,Teléfono
2527,2023-11-02,36,Cliente_0175,Mouse Inalámbrico,Tecnología,1,84.02,84.02,Lima Este,E-commerce
2528,2023-11-09,29,Cliente_0032,Teléfono IP,Tecnología,14,378.74,5302.36,Lima Sur,E-commerce
2529,2023-11-18,48,Cliente_0105,Pizarra Acrílica,Oficina,6,99.76,598.56,Provincias,E-commerce
2530,2023-11-12,49,Cliente_0011,Webcam Logitech,Tecnología,13,196.21,2550.73,Callao,E-commerce
2531,2023-11-22,43,Cliente_0115,Teclado Mecánico,Tecnología,8,206.75,1654.0,Callao,Teléfono
2532,2023-11-25,43,Cliente_0144,"Laptop HP 15""",Tecnología,7,3020.53,21143.71,Callao,Teléfono
2533,2023-11-11,10,Cliente_0047,Tablet Samsung,Tecnología,14,737.29,10322.06,Lima Centro,Distribuidor
2534,2023-11-27,33,Cliente_0191,"Monitor LG 24""",Tecnología,9,641.8,5776.2,Lima Centro,Distribuidor
2535,2023-11-09,37,Cliente_0036,"Laptop HP 15""",Tecnología,8,2747.0,21976.0,Lima Norte,E-commerce
2536,2023-11-05,26,Cliente_0011,Impresora Epson,Oficina,11,496.44,5460.84,Lima Centro,E-commerce
2537,2023-11-09,32,Cliente_0150,Silla Ergonómica,Muebles,6,905.79,5434.74,Provincias,Directo
2538,2023-11-19,24,Cliente_0034,Silla Ergonómica,Muebles,4,1072.0,4288.0,Lima Sur,Teléfono
2539,2023-11-17,48,Cliente_0114,Cartucho Tinta Negro,Oficina,11,43.61,479.71,Provincias,E-commerce
2540,2023-11-15,27,Cliente_0075,Teléfono IP,Tecnología,12,400.48,4805.76,Lima Centro,Teléfono
2541,2023-11-06,21,Cliente_0102,Escritorio Standing,Muebles,3,1350.67,4052.01,Lima Centro,Directo
2542,2023-11-12,50,Cliente_0130,Teléfono IP,Tecnología,7,400.02,2800.14,Lima Sur,Distribuidor
2543,2023-11-24,9,Cliente_0002,Router WiFi 6,Tecnología,8,339.9,2719.2,Lima Norte,Distribuidor
2544,2023-11-11,9,Cliente_0197,Cartucho Tinta Negro,Oficina,13,48.29,627.77,Lima Norte,Distribuidor
2545,2023-11-05,35,Cliente_0023,Folder Manila x50,Oficina,12,17.4,208.8,Provincias,Teléfono
2546,2023-11-12,29,Cliente_0113,Headset Logitech,Tecnología,15,221.58,3323.7,Lima Sur,E-commerce
2547,2023-11-11,31,Cliente_0032,Escritorio Standing,Muebles,4,1338.53,5354.12,Lima Sur,Distribuidor
2548,2023-11-02,14,Cliente_0028,Impresora Epson,Oficina,8,433.61,3468.88,Provincias,Teléfono
2549,2023-11-21,45,Cliente_0109,Tablet Samsung,Tecnología,11,847.78,9325.58,Lima Este,E-commerce
2550,2023-11-20,45,Cliente_0026,Teclado Mecánico,Tecnología,2,169.76,339.52,Lima Este,E-commerce
2551,2023-11-19,11,Cliente_0184,UPS 1000VA,Tecnología,13,458.5,5960.5,Lima Sur,Distribuidor
2552,2023-11-05,17,Cliente_0024,Router WiFi 6,Tecnología,13,318.67,4142.71,Lima Sur,E-commerce
2553,2023-11-13,14,Cliente_0058,"Monitor LG 24""",Tecnología,11,691.59,7607.49,Provincias,Teléfono
2554,2023-11-28,35,Cliente_0072,Teléfono IP,Tecnología,14,358.49,5018.86,Provincias,Teléfono
2555,2023-11-19,10,Cliente_0114,Teclado Mecánico,Tecnología,15,182.38,2735.7,Lima Centro,Distribuidor
2556,2023-11-01,38,Cliente_0121,Escritorio Standing,Muebles,10,1373.28,13732.8,Callao,Teléfono
2557,2023-11-10,4,Cliente_0060,Tablet Samsung,Tecnología,11,797.72,8774.92,Lima Sur,Directo
2558,2023-11-26,39,Cliente_0079,Silla Ergonómica,Muebles,2,966.7,1933.4,Lima Sur,Directo
2559,2023-11-04,31,Cliente_0115,Teclado Mecánico,Tecnología,8,164.57,1316.56,Lima Sur,Distribuidor
2560,2023-11-22,4,Cliente_0172,Tablet Samsung,Tecnología,2,853.44,1706.88,Lima Sur,Directo
2561,2023-11-15,33,Cliente_0120,Router WiFi 6,Tecnología,11,300.28,3303.08,Lima Centro,Distribuidor
2562,2023-11-04,9,Cliente_0082,UPS 1000VA,Tecnología,8,413.11,3304.88,Lima Norte,Distribuidor
2563,2023-11-07,37,Cliente_0025,Teclado Mecánico,Tecnología,10,197.82,1978.2,Lima Norte,E-commerce
2564,2023-11-19,18,Cliente_0176,Folder Manila x50,Oficina,13,18.36,238.68,Provincias,Directo
2565,2023-11-16,6,Cliente_0166,Escritorio Standing,Muebles,15,1126.14,16892.1,Lima Centro,Teléfono
2566,2023-11-02,9,Cliente_0042,Folder Manila x50,Oficina,9,20.56,185.04,Lima Norte,Distribuidor
2567,2023-11-15,22,Cliente_0151,Teclado Mecánico,Tecnología,13,180.42,2345.46,Lima Centro,E-commerce
2568,2023-11-27,37,Cliente_0159,Disco Externo 1TB,Tecnología,5,318.35,1591.75,Lima Norte,E-commerce
2569,2023-11-09,14,Cliente_0158,Silla Ergonómica,Muebles,6,986.19,5917.14,Provincias,Teléfono
2570,2023-11-15,13,Cliente_0040,Disco Externo 1TB,Tecnología,12,302.33,3627.96,Callao,Teléfono
2571,2023-11-19,8,Cliente_0098,"Laptop HP 15""",Tecnología,7,3010.74,21075.18,Lima Centro,E-commerce
2572,2023-11-20,8,Cliente_0063,Papel A4 x500,Oficina,11,24.14,265.54,Lima Centro,E-commerce
2573,2023-11-21,47,Cliente_0095,"Monitor LG 24""",Tecnología,11,586.24,6448.64,Lima Este,Teléfono
2574,2023-12-19,28,Cliente_0089,"Laptop HP 15""",Tecnología,14,2777.31,38882.34,Lima Este,E-commerce
2575,2023-12-02,2,Cliente_0155,Escritorio Standing,Muebles,5,1187.84,5939.2,Lima Sur,Directo
2576,2023-12-08,2,Cliente_0126,"Laptop HP 15""",Tecnología,7,3024.74,21173.18,Lima Sur,Directo
2577,2023-12-26,23,Cliente_0106,Escritorio Standing,Muebles,6,1161.02,6966.12,Callao,Teléfono
2578,2023-12-14,47,Cliente_0099,"Monitor LG 24""",Tecnología,14,718.39,10057.46,Lima Este,Teléfono
2579,2023-12-09,46,Cliente_0183,Cartucho Tinta Negro,Oficina,13,47.87,622.31,Lima Este,Teléfono
2580,2023-12-03,17,Cliente_0060,Webcam Logitech,Tecnología,14,188.2,2634.8,Lima Sur,E-commerce
2581,2023-12-16,7,Cliente_0138,"Laptop HP 15""",Tecnología,5,2813.28,14066.4,Lima Sur,Directo
2582,2023-12-07,18,Cliente_0192,"Monitor LG 24""",Tecnología,14,658.95,9225.3,Provincias,Directo
2583,2023-12-10,16,Cliente_0093,Escritorio Standing,Muebles,14,1275.75,17860.5,Lima Sur,Distribuidor
2584,2023-12-22,45,Cliente_0078,"Laptop HP 15""",Tecnología,3,2721.49,8164.47,Lima Este,E-commerce
2585,2023-12-21,32,Cliente_0199,Webcam Logitech,Tecnología,15,196.18,2942.7,Provincias,Directo
2586,2023-12-16,13,Cliente_0006,Headset Logitech,Tecnología,5,239.69,1198.45,Callao,Teléfono
2587,2023-12-26,2,Cliente_0121,Disco Externo 1TB,Tecnología,10,254.19,2541.9,Lima Sur,Directo
2588,2023-12-02,3,Cliente_0101,Impresora Epson,Oficina,7,502.77,3519.39,Lima Este,Distribuidor
2589,2023-12-10,24,Cliente_0063,Disco Externo 1TB,Tecnología,3,317.77,953.31,Lima Sur,Teléfono
2590,2023-12-13,38,Cliente_0174,UPS 1000VA,Tecnología,5,391.31,1956.55,Callao,Teléfono
2591,2023-12-11,11,Cliente_0137,Tablet Samsung,Tecnología,1,678.52,678.52,Lima Sur,Distribuidor
2592,2023-12-02,1,Cliente_0170,"Laptop HP 15""",Tecnología,8,2608.33,20866.64,Lima Centro,E-commerce
2593,2023-12-07,11,Cliente_0009,Archivador Metálico,Muebles,15,370.91,5563.65,Lima Sur,Distribuidor
2594,2023-12-18,32,Cliente_0183,Escritorio Standing,Muebles,12,1299.34,15592.08,Provincias,Directo
2595,2023-12-11,39,Cliente_0165,Archivador Metálico,Muebles,1,409.24,409.24,Lima Sur,Directo
2596,2023-12-22,16,Cliente_0156,Folder Manila x50,Oficina,2,18.59,37.18,Lima Sur,Distribuidor
2597,2023-12-10,42,Cliente_0091,Escritorio Standing,Muebles,2,1231.81,2463.62,Lima Centro,Teléfono
2598,2023-12-19,35,Cliente_0013,Proyector Benq,Tecnología,6,2039.04,12234.24,Provincias,Teléfono
2599,2023-12-15,3,Cliente_0173,Mouse Inalámbrico,Tecnología,5,77.16,385.8,Lima Este,Distribuidor
2600,2023-12-27,5,Cliente_0073,Teclado Mecánico,Tecnología,12,191.69,2300.28,Provincias,Distribuidor
2601,2023-12-25,25,Cliente_0020,"Laptop HP 15""",Tecnología,3,2548.57,7645.71,Callao,E-commerce
2602,2023-12-23,44,Cliente_0126,Mouse Inalámbrico,Tecnología,12,86.6,1039.2,Lima Sur,Directo
2603,2023-12-07,41,Cliente_0063,Silla Ergonómica,Muebles,6,916.11,5496.66,Lima Sur,Distribuidor
2604,2023-12-08,9,Cliente_0192,UPS 1000VA,Tecnología,9,397.36,3576.24,Lima Norte,Distribuidor
2605,2023-12-15,34,Cliente_0155,Silla Ergonómica,Muebles,7,915.56,6408.92,Provincias,Distribuidor
2606,2023-12-25,30,Cliente_0173,Papel A4 x500,Oficina,15,20.82,312.3,Lima Norte,E-commerce
2607,2023-12-25,48,Cliente_0146,Papel A4 x500,Oficina,13,22.83,296.79,Provincias,E-commerce
2608,2023-12-28,45,Cliente_0002,Papel A4 x500,Oficina,11,21.8,239.8,Lima Este,E-commerce
2609,2023-12-02,26,Cliente_0026,Papel A4 x500,Oficina,5,22.29,111.45,Lima Centro,E-commerce
2610,2023-12-01,10,Cliente_0033,Mouse Inalámbrico,Tecnología,3,83.09,249.27,Lima Centro,Distribuidor
2611,2023-12-09,40,Cliente_0050,Proyector Benq,Tecnología,8,1769.73,14157.84,Lima Norte,Distribuidor
2612,2023-12-03,44,Cliente_0149,Mouse Inalámbrico,Tecnología,11,81.53,896.83,Lima Sur,Directo
2613,2023-12-13,26,Cliente_0150,Disco Externo 1TB,Tecnología,8,301.54,2412.32,Lima Centro,E-commerce
2614,2023-12-02,42,Cliente_0168,UPS 1000VA,Tecnología,8,467.88,3743.04,Lima Centro,Teléfono
2615,2023-12-05,3,Cliente_0001,Tablet Samsung,Tecnología,1,810.98,810.98,Lima Este,Distribuidor
